filename	factorName	cellLine	pos	whm.	whm..1	delta	height	height_norm	avg	bgr	sig_to_noise
RCOR1-human_K562_ENCFF513INN-flat80-peaklist.text	RCOR1	K562	5688	5637	5748	111	7.71595795509	7.07377926421	4.87170351	0.327878643096	9.15356912171
RCOR1-human_K562_ENCFF755IVD-flat80-peaklist.text	RCOR1	K562	449	359	581	222	2.82171276999	2.17766199318	1.90988795751	0.854553492485	1.51988249077
RCOR1-human_K562_ENCFF755IVD-flat80-peaklist.text	RCOR1	K562	4121	3980	4195	215	1.81514462549	1.17109384868	0.973001136794	-0.332733358595	1.68930820396
RCOR1-human_K562_ENCFF755IVD-flat80-peaklist.text	RCOR1	K562	4637	4476	4714	238	1.67367689781	1.02962612101	0.627569612132	-0.477611468991	1.82836011026
RCOR1-human_K562_ENCFF755IVD-flat80-peaklist.text	RCOR1	K562	5689	5644	5756	112	5.07976506252	4.43571428571	2.96913553337	0.350922066439	4.30622136144
RCOR1-human_K562_ENCFF788YXI-flat80-peaklist.text	RCOR1	K562	448	352	581	229	2.94400543277	2.4293320163	1.98292005991	0.718113347327	1.91051565773
RCOR1-human_K562_ENCFF788YXI-flat80-peaklist.text	RCOR1	K562	5689	5626	5751	125	4.7271885418	4.21251512532	2.72362794153	0.287936782319	4.60427115855
RCOR1-human_K562_ENCFF796EJK-flat80-peaklist.text	RCOR1	K562	5688	5653	5722	69	2.15107760457	1.51293381038	1.56556898251	0.44895221058	2.18601853452
RCOR1-human_K562_ENCFF899INX-flat80-peaklist.text	RCOR1	K562	5689	5658	5715	57	1.97150523895	1.23970057075	1.49352879144	0.493547150524	1.76887259515
RCOR1-human_K562_ENCFF918NIR-flat80-peaklist.text	RCOR1	K562	5680	5657	5715	58	1.57740384615	1.00672321429	1.08060276588	0.0651442307692	2.08447057507
REST-human_H1-hESC_ENCFF030BIT-flat80-peaklist.text	REST	H1-hESC	401	284	514	230	1.76210501021	1.45479394449	0.891763449014	-0.250871080139	2.04458951299
REST-human_H1-hESC_ENCFF077GSV-flat80-peaklist.text	REST	H1-hESC	397	331	491	160	1.7630719924	1.4971226779	1.06184822514	-0.0304765861475	2.08840857291
REST-human_H1-hESC_ENCFF238DIG-flat80-peaklist.text	REST	H1-hESC	401	338	511	173	3.12556746837	2.80943398049	2.19906412823	0.242562542258	3.22263315091
REST-human_H1-hESC_ENCFF499LPH-flat80-peaklist.text	REST	H1-hESC	236	208	251	43	1.48143236074	1.15631868132	1.13192841641	0.1867895036	1.368214734
REST-human_H1-hESC_ENCFF499LPH-flat80-peaklist.text	REST	H1-hESC	415	338	505	167	3.03301439939	2.70790071997	2.13226341598	0.348285335354	2.82752192112
REST-human_HepG2_ENCFF246LVD-flat80-peaklist.text	REST	HepG2	160	100	228	128	1.94405594406	1.59015384615	1.34941182848	-0.297902097902	1.63806374942
REST-human_HepG2_ENCFF351TOY-flat80-peaklist.text	REST	HepG2	121	101	238	137	2.2075036075	1.77480519481	1.38873204091	-0.0655122655123	1.80882522204
REST-human_HepG2_ENCFF351TOY-flat80-peaklist.text	REST	HepG2	723	658	802	144	1.45108225108	1.01838383838	0.667265761059	-0.463059163059	1.54684076267
REST-human_K562_ENCFF262GNW-flat80-peaklist.text	REST	K562	432	359	539	180	2.78993524015	2.35026038856	1.88252214566	0.742714516999	1.92286861829
REST-human_K562_ENCFF665LOG-flat80-peaklist.text	REST	K562	442	398	492	94	2.61764705882	2.23367647059	2.03359133127	0.705882352941	1.47028607945
REST-human_K562_ENCFF852HXT-flat80-peaklist.text	REST	K562	451	396	487	91	3.00618073316	2.50325660699	2.18308916194	0.759057971014	1.7401554863
REST-human_K562_ENCFF905ENZ-flat80-peaklist.text	REST	K562	435	358	543	185	2.72752497225	2.36925083241	1.78506557827	0.406215316315	2.00722489572
REST-human_MCF-7_ENCFF000QPE-flat80-peaklist.text	REST	MCF-7	475	368	575	207	10.8804924884	10.4492962837	5.92910178934	0.08535712941	13.3122782085
REST-human_MCF-7_ENCFF000QPH-flat80-peaklist.text	REST	MCF-7	170	129	291	162	1.42111463989	1.21255933477	0.952733521344	0.346199159922	1.62565195759
REST-human_MCF-7_ENCFF000QPH-flat80-peaklist.text	REST	MCF-7	456	378	528	150	3.86352149711	3.65496619199	2.5102482443	0.627650855445	6.14290049683
REST-human_Panc1_ENCFF521FZY-flat80-peaklist.text	REST	Panc1	5871	5849	5950	101	2.75199203187	1.96627822045	1.31082369867	-0.307270916335	1.59363631222
REST-human_Panc1_ENCFF527HDY-flat80-peaklist.text	REST	Panc1	143	98	234	136	6.85047720042	6.50181336161	4.96029909204	1.39634146341	4.26045913507
REST-human_Panc1_ENCFF527HDY-flat80-peaklist.text	REST	Panc1	750	630	800	170	4.25556733828	3.90690349947	3.15102354685	0.932926829268	2.4636151515
REST-human_Panc1_ENCFF527HDY-flat80-peaklist.text	REST	Panc1	1193	1167	1243	76	1.75609756098	1.40743372216	1.08942171296	-0.166755037116	1.45320007255
REST-human_Panc1_ENCFF527HDY-flat80-peaklist.text	REST	Panc1	1424	1402	1454	52	1.4098621421	1.06119830329	0.854428860121	-0.155090137858	1.3628564704
REST-human_Panc1_ENCFF573FJR-flat80-peaklist.text	REST	Panc1	170	125	242	117	9.04878706199	8.33670350404	5.61162227603	0.812668463612	2.21948886378
REST-human_Panc1_ENCFF573FJR-flat80-peaklist.text	REST	Panc1	4975	4941	5016	75	3.84150943396	3.12942587601	2.15851893886	-0.688005390836	1.4137077342
REST-human_Panc1_ENCFF711CQV-flat80-peaklist.text	REST	Panc1	141	106	233	127	6.30169671262	5.95388653234	4.86812367444	1.65482502651	3.05676982453
REST-human_Panc1_ENCFF711CQV-flat80-peaklist.text	REST	Panc1	698	646	805	159	4.20784729586	3.86003711559	3.2306800106	1.17576882291	2.00883343929
REST-human_Panc1_ENCFF834NZK-flat80-peaklist.text	REST	Panc1	5871	5845	5947	102	2.82199203187	1.81458964143	1.40424863652	-0.41593625498	1.5555811013
REST-human_Panc1_ENCFF846HBE-flat80-peaklist.text	REST	Panc1	170	125	241	116	9.07180293501	8.51502096436	5.44941900052	0.817610062893	2.25295976589
REST-human_PFSK-1_ENCFF163XBE-flat80-peaklist.text	REST	PFSK-1	5068	5047	5093	46	2.75936735078	1.66637544719	1.78485840307	-0.545471662587	1.34123500367
REST-human_PFSK-1_ENCFF474ZRD-flat80-peaklist.text	REST	PFSK-1	5691	5617	5791	174	1.77663671374	1.19537869063	0.778896020539	-0.814505776637	1.5784229809
REST-human_SK-N-SH_ENCFF810TRR-flat80-peaklist.text	REST	SK-N-SH	5866	5770	5963	193	2.07303135889	1.27143972125	0.994451309314	-0.298118466899	1.61252953219
REST-human_SK-N-SH_ENCFF959UTG-flat80-peaklist.text	REST	SK-N-SH	5868	5794	5965	171	2.03567944251	1.18915679443	1.02121708127	-0.300975609756	1.49862454226
RFX5-human_IMR-90_ENCFF455XWW-flat80-peaklist.text	RFX5	IMR-90	2280	2251	2307	56	3.76515151515	3.57533079486	2.57148990595	0.0779787402824	5.35502998375
RFX5-human_IMR-90_ENCFF541IOW-flat80-peaklist.text	RFX5	IMR-90	2276	2241	2308	67	3.65909090909	3.454785023	2.29392049538	-0.116531810249	5.7994306999
RFX5-human_IMR-90_ENCFF987JAU-flat80-peaklist.text	RFX5	IMR-90	2280	2248	2336	88	1.38536676647	1.02153929641	0.707559039225	-0.195003742515	2.44320679939
RFX5-human_K562_ENCFF703AZV-flat80-peaklist.text	RFX5	K562	2280	2158	2353	195	1.35956801819	1.00534293293	0.612176844971	-0.170803334596	1.62665794279
RFX5-human_K562_ENCFF841IIA-flat80-peaklist.text	RFX5	K562	2275	2215	2309	94	1.5478021978	1.17766483516	0.871573163678	-0.125	2.09167335642
RNF2-human_H1-hESC_ENCFF246RPY-flat80-peaklist.text	RNF2	H1-hESC	101	75	141	66	3.78124899637	3.75883514789	3.22363768881	1.60780582587	1.89537168283
RNF2-human_H1-hESC_ENCFF246RPY-flat80-peaklist.text	RNF2	H1-hESC	242	186	313	127	4.87347849825	4.85106464977	4.23220916835	2.73085477085	2.1056171737
RNF2-human_H1-hESC_ENCFF246RPY-flat80-peaklist.text	RNF2	H1-hESC	391	359	431	72	4.68565532967	4.6632414812	4.12157374766	2.72332755243	2.44386020976
RNF2-human_H1-hESC_ENCFF246RPY-flat80-peaklist.text	RNF2	H1-hESC	605	488	758	270	4.79105244564	4.76863859717	3.40058952064	1.84181199216	3.55788333851
RNF2-human_H1-hESC_ENCFF246RPY-flat80-peaklist.text	RNF2	H1-hESC	1794	1757	1824	67	1.44000706555	1.41759321707	0.984780849906	0.31666506086	1.51834345817
RNF2-human_H1-hESC_ENCFF246RPY-flat80-peaklist.text	RNF2	H1-hESC	5981	5932	6015	83	2.59907023798	2.5766563895	1.69447216372	-0.112358287568	3.3371753375
RNF2-human_H1-hESC_ENCFF477OGV-flat80-peaklist.text	RNF2	H1-hESC	100	77	151	74	3.92730697689	3.92677354267	3.27224817932	1.55786358334	2.73441594212
RNF2-human_H1-hESC_ENCFF477OGV-flat80-peaklist.text	RNF2	H1-hESC	290	190	317	127	4.93292663703	4.93239320281	4.34845193338	2.67836706706	2.73118170267
RNF2-human_H1-hESC_ENCFF477OGV-flat80-peaklist.text	RNF2	H1-hESC	392	360	427	67	4.65330716605	4.65277373183	4.09807143798	2.80776506195	2.74465904508
RNF2-human_H1-hESC_ENCFF477OGV-flat80-peaklist.text	RNF2	H1-hESC	605	544	639	95	4.83520918062	4.8346757464	4.06325221082	2.86146316088	2.59514664246
RNF2-human_H1-hESC_ENCFF477OGV-flat80-peaklist.text	RNF2	H1-hESC	801	750	955	205	3.01730823796	3.01677480375	2.57264971196	1.62710441691	1.46728441886
RNF2-human_H1-hESC_ENCFF477OGV-flat80-peaklist.text	RNF2	H1-hESC	5981	5926	6016	90	2.30523503263	2.30470159841	1.53026914918	-0.138840285003	3.68374833438
RNF2-human_K562_ENCFF468FPM-flat80-peaklist.text	RNF2	K562	441	379	577	198	1.96892076503	1.81931352459	1.5703028462	0.674948770492	1.88090280369
RUNX3-human_GM12878_ENCFF038MRS-flat80-peaklist.text	RUNX3	GM12878	905	830	967	137	2.64632520944	1.97210586443	1.50569451803	0.198043602437	3.42539845507
RUNX3-human_GM12878_ENCFF038MRS-flat80-peaklist.text	RUNX3	GM12878	5358	5326	5471	145	2.39237433359	1.71815498858	1.23457404355	-0.203708111196	3.18682529273
RUNX3-human_GM12878_ENCFF102ABY-flat80-peaklist.text	RUNX3	GM12878	910	813	998	185	1.42548076923	1.12134615385	0.815249560587	0.1484375	1.30919648609
RUNX3-human_GM12878_ENCFF102ABY-flat80-peaklist.text	RUNX3	GM12878	5366	5329	5528	199	1.39122596154	1.08709134615	0.677932692308	-0.254507211538	1.67353341877
RUNX3-human_GM12878_ENCFF274RRW-flat80-peaklist.text	RUNX3	GM12878	906	817	984	167	1.94230769231	1.30384615385	1.19628548535	0.240384615385	1.82392954631
RUNX3-human_GM12878_ENCFF274RRW-flat80-peaklist.text	RUNX3	GM12878	5358	5326	5422	96	2.12980769231	1.49134615385	1.34605471848	-0.0600961538462	3.02184330202
RXRA-human_H1-hESC_ENCFF064LNE-flat80-peaklist.text	RXRA	H1-hESC	458	354	495	141	7.52227011494	6.54912151067	5.55719229168	2.62433292282	2.04495239259
RXRA-human_H1-hESC_ENCFF925ROB-flat80-peaklist.text	RXRA	H1-hESC	457	354	499	145	7.6278817734	6.66612413793	5.46001012214	2.55064039409	2.57230414138
RXRA-human_HepG2_ENCFF192KLO-flat80-peaklist.text	RXRA	HepG2	475	350	517	167	1.56248612653	1.13649056604	0.934040880503	-0.138956714761	1.36453495634
RXRA-human_HepG2_ENCFF990BLX-flat80-peaklist.text	RXRA	HepG2	5628	5591	5662	71	1.45045045045	1.05064516129	0.652947302141	-0.638041267074	1.73058258827
SAP30-human_H1-hESC_ENCFF161PRO-flat80-peaklist.text	SAP30	H1-hESC	274	164	317	153	2.8131843927	2.51445689113	2.07026084362	0.80291063562	2.17439096128
SAP30-human_H1-hESC_ENCFF161PRO-flat80-peaklist.text	SAP30	H1-hESC	450	360	507	147	4.03228445563	3.73355695406	3.16881133808	1.68297671492	2.63178932785
SAP30-human_H1-hESC_ENCFF161PRO-flat80-peaklist.text	SAP30	H1-hESC	607	542	689	147	4.46375078666	4.16502328508	3.25045392309	1.19732536186	3.49979321712
SAP30-human_H1-hESC_ENCFF986VKG-flat80-peaklist.text	SAP30	H1-hESC	272	187	316	129	2.80341409692	2.51769456681	1.9689775594	0.820530469897	2.1468159672
SAP30-human_H1-hESC_ENCFF986VKG-flat80-peaklist.text	SAP30	H1-hESC	434	360	495	135	3.96601199217	3.68029246207	3.25689045809	1.57291666667	2.840361153
SAP30-human_H1-hESC_ENCFF986VKG-flat80-peaklist.text	SAP30	H1-hESC	604	547	692	145	4.29521536955	4.00949583945	3.10377211025	1.01220631424	3.72679012857
SETDB1-human_HEK293_ENCFF000ZTQ-flat80-peaklist.text	SETDB1	HEK293	1800	1772	1841	69	2.95652698949	1.96690375559	2.14242370659	0.933552711025	1.98418124093
SETDB1-human_HEK293_ENCFF000ZTQ-flat80-peaklist.text	SETDB1	HEK293	2041	2008	2096	88	5.98994686632	5.00032363241	4.61509255654	1.19990037435	4.45282002783
SETDB1-human_HEK293_ENCFF000ZTR-flat80-peaklist.text	SETDB1	HEK293	2054	2012	2094	82	6.31051282051	5.49278422091	4.81722178655	1.27666666667	5.39562622734
SETDB1-human_K562_ENCFF000YZB-flat80-peaklist.text	SETDB1	K562	2048	2027	2079	52	2.52362637363	1.88314652015	1.6033727279	0.0204212454212	1.70560962586
SETDB1-human_K562_ENCFF000YZB-flat80-peaklist.text	SETDB1	K562	5200	5148	5219	71	1.99597069597	1.35549084249	0.886556267806	-0.67673992674	1.87458386936
SETDB1-human_K562_ENCFF000YZC-flat80-peaklist.text	SETDB1	K562	2048	2024	2107	83	3.89018952062	3.2245819398	2.28346804162	0.122212931996	2.15374950378
SETDB1-human_K562_ENCFF000YZC-flat80-peaklist.text	SETDB1	K562	5200	5162	5231	69	4.3124303233	3.64682274247	2.08557095079	-1.16819955407	3.62343597127
SIN3A-human_H1-hESC_ENCFF145JNZ-flat80-peaklist.text	SIN3A	H1-hESC	226	145	316	171	1.52692242975	1.37387640922	1.10722503316	0.43451329295	1.95200405338
SIN3A-human_H1-hESC_ENCFF145JNZ-flat80-peaklist.text	SIN3A	H1-hESC	479	383	516	133	2.37270738684	2.21966136631	1.92100577376	1.06180590611	1.99208295997
SIN3A-human_H1-hESC_ENCFF145JNZ-flat80-peaklist.text	SIN3A	H1-hESC	606	527	684	157	2.97635874138	2.82331272085	2.10425838717	0.61076055864	4.34308829037
SIN3A-human_H1-hESC_ENCFF217OHF-flat80-peaklist.text	SIN3A	H1-hESC	465	373	512	139	2.35826795233	2.2320235172	1.82067522823	0.89529057116	2.43549406909
SIN3A-human_H1-hESC_ENCFF217OHF-flat80-peaklist.text	SIN3A	H1-hESC	605	531	696	165	2.75360843265	2.62736399752	1.83378179424	0.560070671378	3.45612793996
SIN3A-human_H1-hESC_ENCFF229BBD-flat80-peaklist.text	SIN3A	H1-hESC	608	351	775	424	2.16250860745	1.82152391546	1.41398266982	0.253932941363	1.7942144606
SIN3A-human_H1-hESC_ENCFF268VDS-flat80-peaklist.text	SIN3A	H1-hESC	481	383	516	133	2.54551573279	2.42037943799	2.05289099053	1.0170683998	1.91114554613
SIN3A-human_H1-hESC_ENCFF268VDS-flat80-peaklist.text	SIN3A	H1-hESC	605	535	694	159	2.93096920747	2.80583291267	2.05905398157	0.588623170116	3.20447975191
SIN3A-human_H1-hESC_ENCFF480JMF-flat80-peaklist.text	SIN3A	H1-hESC	458	379	516	137	2.40837675431	2.29865404963	1.88166696034	1.04498812162	2.48872334269
SIN3A-human_H1-hESC_ENCFF480JMF-flat80-peaklist.text	SIN3A	H1-hESC	608	529	682	153	2.91956638917	2.80984368449	1.93750503953	0.669541434589	4.02161830895
SIN3A-human_H1-hESC_ENCFF785GXZ-flat80-peaklist.text	SIN3A	H1-hESC	607	528	675	147	2.29064039409	1.93781574258	1.77682023812	0.485824337072	1.45244598146
SIN3A-human_K562_ENCFF900RPG-flat80-peaklist.text	SIN3A	K562	5922	5846	6033	187	1.6785122009	1.11721393035	0.910703574327	-0.119106846719	2.66582317766
SIN3A-human_MCF-7_ENCFF000QQX-flat80-peaklist.text	SIN3A	MCF-7	468	390	612	222	2.36186518161	2.06841160336	1.47464088474	0.15543180118	2.87488037654
SIN3A-human_Panc1_ENCFF967DQL-flat80-peaklist.text	SIN3A	Panc1	5906	5857	6008	151	1.54943443653	1.14395894428	0.65251471788	-0.360808546292	2.01020891735
SMAD5-human_K562_ENCFF895SOZ-flat80-peaklist.text	SMAD5	K562	425	337	520	183	2.48850174216	2.26849033893	1.86779998898	0.66813430472	2.01899217453
SMARCA4-human_bipolar_neuron_ENCFF432VHJ-flat80-peaklist.text	SMARCA4	bipolar_neuron	2102	2044	2150	106	1.56267942584	1.25371079213	0.966280115469	0.0260499734184	1.58273610776
SMARCA4-human_bipolar_neuron_ENCFF491KWW-flat80-peaklist.text	SMARCA4	bipolar_neuron	460	405	568	163	2.29987801815	1.97615757184	1.5874307508	0.719845370071	1.8830005024
SMARCA4-human_bipolar_neuron_ENCFF491KWW-flat80-peaklist.text	SMARCA4	bipolar_neuron	1919	1851	2030	179	1.85130771715	1.52758727084	1.25693472775	0.216903454956	1.78014932846
SMARCA4-human_K562_ENCFF228IMW-flat80-peaklist.text	SMARCA4	K562	197	36	542	506	1.42443926495	1.02998494775	1.09574400991	0.154730906145	3.91927791649
SMARCA4-human_K562_ENCFF286YAW-flat80-peaklist.text	SMARCA4	K562	278	116	337	221	1.52233991415	1.25705364447	1.3535709719	0.724179225314	2.4172751686
SMARCA4-human_K562_ENCFF286YAW-flat80-peaklist.text	SMARCA4	K562	426	341	521	180	1.67704107879	1.41175480911	1.44479778787	0.75385192744	3.00272873364
SMARCA5-human_K562_ENCFF661WUX-flat80-peaklist.text	SMARCA5	K562	5709	5545	5883	338	1.51861444693	1.11590824189	1.07200273382	0.0525476464426	5.68097499003
SMARCA5-human_K562_ENCFF687TMY-flat80-peaklist.text	SMARCA5	K562	5701	5532	5882	350	1.97607474923	1.60592897689	1.39053436881	-0.0693203980924	8.52298760535
SMARCE1-human_K562_ENCFF269YDC-flat80-peaklist.text	SMARCE1	K562	440	340	515	175	1.51076296392	1.12423167193	1.23516720173	0.608134694672	3.15441503191
SMARCE1-human_K562_ENCFF269YDC-flat80-peaklist.text	SMARCE1	K562	4107	3941	4341	400	1.8309087368	1.44437744482	1.02121988822	-0.10343734836	8.66818289777
SMARCE1-human_K562_ENCFF816RJG-flat80-peaklist.text	SMARCE1	K562	444	339	526	187	1.32050418778	1.02036998972	1.09160094626	0.555018842069	2.26070503625
SOX6-human_K562_ENCFF002DPJ-flat80-peaklist.text	SOX6	K562	454	316	580	264	1.5201561521	1.39234347829	1.12727070698	0.398142085736	4.99757772943
SOX6-human_K562_ENCFF002DPM-flat80-peaklist.text	SOX6	K562	465	79	608	529	1.99811945583	1.87490840374	1.3709376568	0.369600315564	7.24685327548
SOX6-human_K562_ENCFF002DUA-flat80-peaklist.text	SOX6	K562	260	75	305	230	1.30448554021	1.17425843675	1.14312403733	0.657841844105	2.30059232117
SOX6-human_K562_ENCFF002DUA-flat80-peaklist.text	SOX6	K562	459	309	582	273	2.30863100846	2.178403905	1.72102064292	0.635934569796	6.62618333938
SOX6-human_K562_ENCFF002EGF-flat80-peaklist.text	SOX6	K562	466	287	569	282	1.34796643223	1.21642254701	0.967181077936	0.359808083582	4.12320853388
SP1-human_A549_ENCFF566LGK-flat80-peaklist.text	SP1	A549	465	377	586	209	1.69976635514	1.41599799733	1.09053314472	0.229528259902	1.60724743007
SP1-human_H1-hESC_ENCFF028EPQ-flat80-peaklist.text	SP1	H1-hESC	450	300	660	360	9.20337790289	8.81269528501	5.41576393668	0.320900774103	11.9731103223
SP1-human_H1-hESC_ENCFF295GDG-flat80-peaklist.text	SP1	H1-hESC	450	302	626	324	8.65779967159	8.31766174056	5.10388884679	0.206896551724	11.47460818
SP1-human_H1-hESC_ENCFF477CHR-flat80-peaklist.text	SP1	H1-hESC	459	307	628	321	8.43866277679	7.98107274379	5.17298666894	0.341934095366	10.1070188696
SP1-human_H1-hESC_ENCFF979RJF-flat80-peaklist.text	SP1	H1-hESC	467	292	639	347	9.34751917119	8.98212533645	5.60119813766	0.159996952923	11.064004427
SP1-human_HepG2_ENCFF848KLH-flat80-peaklist.text	SP1	HepG2	480	372	509	137	2.47795163585	2.11165244192	1.56573278084	0.356211474633	2.34124213584
SP1-human_HepG2_ENCFF848KLH-flat80-peaklist.text	SP1	HepG2	570	552	594	42	2.15765765766	1.79135846373	1.5558293912	0.202110004742	2.1665280817
SP1-human_HepG2_ENCFF933SQQ-flat80-peaklist.text	SP1	HepG2	480	351	513	162	2.26361143752	1.83163572268	1.31531002862	0.0605170387779	2.22924115154
SP1-human_HepG2_ENCFF933SQQ-flat80-peaklist.text	SP1	HepG2	570	552	593	41	2.05186055621	1.61988484136	1.47513289687	0.33384253819	1.5970162389
SP2-human_H1-hESC_ENCFF217JPF-flat80-peaklist.text	SP2	H1-hESC	5654	5633	5687	54	1.46418085731	1.20361714621	0.862943926303	-0.432514050835	3.60906393266
SP2-human_H1-hESC_ENCFF570ESC-flat80-peaklist.text	SP2	H1-hESC	5418	5364	5442	78	1.32545904683	1.01294573963	0.87482169579	-0.261079017949	1.90070239506
SP2-human_H1-hESC_ENCFF570ESC-flat80-peaklist.text	SP2	H1-hESC	5500	5468	5529	61	1.48097792449	1.16846461729	0.909755285943	-0.231751598927	1.67197275741
SP2-human_H1-hESC_ENCFF570ESC-flat80-peaklist.text	SP2	H1-hESC	5654	5640	5685	45	1.62405611719	1.31154280999	1.00421013446	-0.296080049515	2.1681633881
SP2-human_H1-hESC_ENCFF967GJV-flat80-peaklist.text	SP2	H1-hESC	5499	5473	5531	58	1.3350675935	1.02542795002	0.76524025093	-0.385357584545	2.61415319844
SP2-human_H1-hESC_ENCFF967GJV-flat80-peaklist.text	SP2	H1-hESC	5654	5592	5688	96	1.63972877308	1.3300891296	0.639168443206	-0.540502793296	3.90107385661
SP2-human_H1-hESC_ENCFF990HCV-flat80-peaklist.text	SP2	H1-hESC	5654	5638	5685	47	1.49344507136	1.14758712247	0.886682016816	-0.351518420179	2.10835002507
SP2-human_K562_ENCFF558EIZ-flat80-peaklist.text	SP2	K562	1177	1144	1210	66	4.79230769231	2.62415384615	3.08231917336	-0.024358974359	1.96880666623
SP2-human_K562_ENCFF862VOO-flat80-peaklist.text	SP2	K562	1177	1131	1220	89	4.27161803714	3.90284615385	2.53770114943	-0.15198938992	1.68712665343
SP4-human_H1-hESC_ENCFF203AEN-flat80-peaklist.text	SP4	H1-hESC	5662	5638	5688	50	1.48892658562	1.06932428612	0.869496323645	-0.48112807464	2.29182716091
SP4-human_H1-hESC_ENCFF559LNP-flat80-peaklist.text	SP4	H1-hESC	466	366	513	147	1.92143568347	1.68778910436	1.43951371598	0.620821677493	1.56172673702
SP4-human_H1-hESC_ENCFF559LNP-flat80-peaklist.text	SP4	H1-hESC	5662	5619	5688	69	1.4381252667	1.20447868759	0.682565007417	-0.602199990517	2.96343304221
SP4-human_H1-hESC_ENCFF667MQB-flat80-peaklist.text	SP4	H1-hESC	51	21	101	80	1.85483969466	1.42893801527	1.32397323532	0.44120610687	1.88676348546
SP4-human_H1-hESC_ENCFF667MQB-flat80-peaklist.text	SP4	H1-hESC	242	169	319	150	2.86958778626	2.44368610687	2.33646751934	1.17523664122	1.79116004097
SP4-human_H1-hESC_ENCFF667MQB-flat80-peaklist.text	SP4	H1-hESC	435	348	631	283	3.97932824427	3.55342656489	2.73240888077	1.10763358779	3.38365475379
SP4-human_H1-hESC_ENCFF667MQB-flat80-peaklist.text	SP4	H1-hESC	5662	5626	5695	69	1.9639389313	1.53803725191	1.13922966194	-0.342687022901	2.81808247135
SP4-human_H1-hESC_ENCFF694XLA-flat80-peaklist.text	SP4	H1-hESC	288	170	323	153	2.77595119312	2.50595990864	2.26125952247	1.3021728677	1.85754464697
SP4-human_H1-hESC_ENCFF694XLA-flat80-peaklist.text	SP4	H1-hESC	460	348	518	170	3.93790947887	3.66791819439	2.98089827964	1.30451704033	3.22869437161
SP4-human_H1-hESC_ENCFF694XLA-flat80-peaklist.text	SP4	H1-hESC	5662	5619	5695	76	1.80967121476	1.53967993028	0.861096648138	-0.600168299573	3.15289715243
SPI1-human_GM12878_ENCFF000OBS-flat80-peaklist.text	SPI1	GM12878	3915	3883	3966	83	4.79573170732	4.34283028455	3.78685455381	1.6344004065	2.23251483398
SPI1-human_GM12878_ENCFF000OBS-flat80-peaklist.text	SPI1	GM12878	4072	4036	4150	114	11.0919715447	10.639070122	6.56047631672	1.69486788618	7.38554072609
SPI1-human_GM12878_ENCFF000OBU-flat80-peaklist.text	SPI1	GM12878	4072	3972	4150	178	14.5343982065	13.9503264677	6.46945612721	-0.47989351268	16.999462531
SPI1-human_GM12891_ENCFF029ZXM-flat80-peaklist.text	SPI1	GM12891	4072	3955	4169	214	13.7508525957	13.3797186434	5.79926637116	-0.210496400152	13.6551416312
SPI1-human_GM12891_ENCFF300OET-flat80-peaklist.text	SPI1	GM12891	4072	3952	4172	220	13.0664471135	12.6676017048	5.63946811103	-0.140643161565	13.787896169
SPI1-human_GM12891_ENCFF688SGS-flat80-peaklist.text	SPI1	GM12891	4072	3988	4164	176	18.2165119363	17.7194363395	8.65468162268	0.00497347480106	20.9335327163
SPI1-human_GM12891_ENCFF886WVK-flat80-peaklist.text	SPI1	GM12891	4072	3977	4166	189	17.7164203612	17.3931642036	8.28146659753	-0.211330049261	18.8035864242
SPI1-human_K562_ENCFF000QEG-flat80-peaklist.text	SPI1	K562	4072	3980	4157	177	16.5294705295	15.6372544123	8.05826757512	-0.398185148185	12.1113055071
SRF-human_GM12878_ENCFF323SHI-flat80-peaklist.text	SRF	GM12878	146	121	222	101	3.79117009751	3.45970070423	2.6090287957	0.639897074756	2.59836898472
SRF-human_GM12878_ENCFF323SHI-flat80-peaklist.text	SRF	GM12878	749	640	801	161	2.72508125677	2.39361186349	1.84933974693	0.299769772481	1.76955105017
SRF-human_GM12878_ENCFF323SHI-flat80-peaklist.text	SRF	GM12878	5863	5777	6010	233	1.53223185265	1.20076245937	0.706404931892	-0.735644637053	1.89666707192
SRF-human_GM12878_ENCFF497WHG-flat80-peaklist.text	SRF	GM12878	146	92	222	130	4.00384615385	3.50035714286	2.56857646171	0.49793956044	2.32533763265
SRF-human_GM12878_ENCFF497WHG-flat80-peaklist.text	SRF	GM12878	753	631	805	174	2.84945054945	2.34596153846	1.89487598116	0.167857142857	1.62808900769
SRF-human_GM12878_ENCFF497WHG-flat80-peaklist.text	SRF	GM12878	5939	5794	6006	212	2.03791208791	1.53442307692	0.80991203632	-0.808379120879	1.54608015761
SRSF3-human_HepG2_ENCFF429SDG-flat80-peaklist.text	SRSF3	HepG2	221	140	343	203	10.2038961039	9.72805194805	7.58001018589	2.68441558442	3.76301441579
SRSF3-human_HepG2_ENCFF429SDG-flat80-peaklist.text	SRSF3	HepG2	481	448	593	145	9.9974025974	9.52155844156	7.84975982921	4.10974025974	2.19378119778
SRSF3-human_HepG2_ENCFF429SDG-flat80-peaklist.text	SRSF3	HepG2	659	618	809	191	7.97142857143	7.49558441558	5.34810606061	1.89285714286	2.43618931678
SRSF3-human_HepG2_ENCFF852WGM-flat80-peaklist.text	SRSF3	HepG2	227	90	319	229	8.09720198193	7.78961672982	5.99792302916	2.22114543865	2.55777144382
